,Unnamed: 0,trial,stimulus,prime,prime_affect,word,word_affect,responsetime,accuracy
544,544,545,9,PH2,positive,excite,positive,553,1
545,545,546,37,NH1,negative,excite,positive,581,1
546,546,547,57,NL2,negative,morgue,negative,529,1
547,547,548,23,PL1,positive,fatal,negative,494,1
548,548,549,12,PH2,positive,comfy,positive,623,1
549,549,550,32,PL2,positive,arrest,negative,670,1
550,550,551,62,NL2,negative,comfy,positive,645,1
551,551,552,4,PH1,positive,comfy,positive,669,1
552,552,553,11,PH2,positive,relax,positive,518,1
553,553,554,61,NL2,negative,relax,positive,632,1
554,554,555,24,PL1,positive,arrest,negative,676,1
555,555,556,3,PH1,positive,relax,positive,730,1
556,556,557,7,PH1,positive,morgue,negative,562,1
557,557,558,33,NH1,negative,fatal,negative,567,1
558,558,559,41,NH2,negative,fatal,negative,514,1
559,559,560,17,PL1,positive,relax,positive,615,1
560,560,561,25,PL2,positive,relax,positive,607,1
561,561,562,2,PH1,positive,payday,positive,581,1
562,562,563,39,NH1,negative,relax,positive,587,1
563,563,564,38,NH1,negative,payday,positive,550,1
564,564,565,46,NH2,negative,payday,positive,614,1
565,565,566,42,NH2,negative,arrest,negative,503,1
566,566,567,56,NL1,negative,payday,positive,499,1
567,567,568,16,PH2,positive,dismal,negative,588,1
568,568,569,40,NH1,negative,comfy,positive,608,1
569,569,570,28,PL2,positive,payday,positive,531,1
570,570,571,13,PH2,positive,fatal,negative,591,1
571,571,572,53,NL1,negative,relax,positive,592,1
572,572,573,55,NL1,negative,excite,positive,546,1
573,573,574,22,PL1,positive,dismal,negative,526,1
574,574,575,35,NH1,negative,morgue,negative,587,1
575,575,576,58,NL2,negative,dismal,negative,600,1
576,576,577,59,NL2,negative,fatal,negative,602,1
577,577,578,44,NH2,negative,dismal,negative,556,1
578,578,579,18,PL1,positive,comfy,positive,532,1
579,579,580,30,PL2,positive,dismal,negative,565,1
580,580,581,15,PH2,positive,morgue,negative,609,1
581,581,582,52,NL1,negative,arrest,negative,595,1
582,582,583,8,PH1,positive,dismal,negative,516,1
583,583,584,60,NL2,negative,arrest,negative,531,1
584,584,585,31,PL2,positive,fatal,negative,523,1
585,585,586,43,NH2,negative,morgue,negative,647,1
586,586,587,47,NH2,negative,relax,positive,587,1
587,587,588,29,PL2,positive,morgue,negative,623,1
588,588,589,10,PH2,positive,payday,positive,586,1
589,589,590,54,NL1,negative,comfy,positive,575,1
590,590,591,50,NL1,negative,dismal,negative,532,1
591,591,592,26,PL2,positive,comfy,positive,575,1
592,592,593,48,NH2,negative,comfy,positive,579,1
593,593,594,20,PL1,positive,payday,positive,662,1
594,594,595,6,PH1,positive,arrest,negative,587,1
595,595,596,36,NH1,negative,dismal,negative,520,1
596,596,597,14,PH2,positive,arrest,negative,568,1
597,597,598,19,PL1,positive,excite,positive,502,1
598,598,599,49,NL1,negative,morgue,negative,579,1
599,599,600,63,NL2,negative,excite,positive,686,1
600,600,601,19,PL1,positive,excite,positive,427,1
601,601,602,56,NL1,negative,payday,positive,933,1
602,602,603,11,PH2,positive,relax,positive,821,1
603,603,604,31,PL2,positive,fatal,negative,633,1
604,604,605,6,PH1,positive,arrest,negative,845,1
605,605,606,62,NL2,negative,comfy,positive,698,1
606,606,607,44,NH2,negative,dismal,negative,610,1
607,607,608,20,PL1,positive,payday,positive,632,1
608,608,609,8,PH1,positive,dismal,negative,509,1
609,609,610,10,PH2,positive,payday,positive,483,1
610,610,611,50,NL1,negative,dismal,negative,534,1
611,611,612,41,NH2,negative,fatal,negative,876,1
612,612,613,36,NH1,negative,dismal,negative,559,1
613,613,614,27,PL2,positive,excite,positive,627,1
614,614,615,9,PH2,positive,excite,positive,620,1
615,615,616,2,PH1,positive,payday,positive,813,1
616,616,617,42,NH2,negative,arrest,negative,509,1
617,617,618,3,PH1,positive,relax,positive,896,1
618,618,619,23,PL1,positive,fatal,negative,545,1
619,619,620,18,PL1,positive,comfy,positive,823,1
620,620,621,13,PH2,positive,fatal,negative,581,1
621,621,622,64,NL2,negative,payday,positive,574,1
622,622,623,60,NL2,negative,arrest,negative,528,1
623,623,624,53,NL1,negative,relax,positive,561,1
624,624,625,52,NL1,negative,arrest,negative,530,1
625,625,626,59,NL2,negative,fatal,negative,478,1
626,626,627,16,PH2,positive,dismal,negative,514,1
627,627,628,54,NL1,negative,comfy,positive,835,1
628,628,629,17,PL1,positive,relax,positive,443,1
629,629,630,57,NL2,negative,morgue,negative,626,1
630,630,631,4,PH1,positive,comfy,positive,515,1
631,631,632,5,PH1,positive,fatal,negative,554,1
632,632,633,34,NH1,negative,arrest,negative,639,1
633,633,634,14,PH2,positive,arrest,negative,841,1
634,634,635,55,NL1,negative,excite,positive,501,1
635,635,636,37,NH1,negative,excite,positive,907,1
636,636,637,48,NH2,negative,comfy,positive,747,1
637,637,638,40,NH1,negative,comfy,positive,660,1
638,638,639,1,PH1,positive,excite,positive,430,1
639,639,640,61,NL2,negative,relax,positive,671,1
640,640,641,25,PL2,positive,relax,positive,551,1
641,641,642,47,NH2,negative,relax,positive,589,1
642,642,643,38,NH1,negative,payday,positive,476,1
643,643,644,46,NH2,negative,payday,positive,529,1
644,644,645,51,NL1,negative,fatal,negative,515,1
645,645,646,43,NH2,negative,morgue,negative,584,1
646,646,647,22,PL1,positive,dismal,negative,521,1
647,647,648,45,NH2,negative,excite,positive,522,1
648,648,649,35,NH1,negative,morgue,negative,505,1
649,649,650,21,PL1,positive,morgue,negative,481,1
650,650,651,12,PH2,positive,comfy,positive,562,1
651,651,652,24,PL1,positive,arrest,negative,549,1
652,652,653,58,NL2,negative,dismal,negative,570,1
653,653,654,49,NL1,negative,morgue,negative,586,1
654,654,655,26,PL2,positive,comfy,positive,558,1
655,655,656,28,PL2,positive,payday,positive,754,1
656,656,657,33,NH1,negative,fatal,negative,510,1
657,657,658,7,PH1,positive,morgue,negative,523,1
658,658,659,48,NH2,negative,comfy,positive,650,1
659,659,660,42,NH2,negative,arrest,negative,539,1
660,660,661,43,NH2,negative,morgue,negative,624,1
661,661,662,55,NL1,negative,excite,positive,519,1
662,662,663,23,PL1,positive,fatal,negative,652,1
663,663,664,4,PH1,positive,comfy,positive,750,1
664,664,665,18,PL1,positive,comfy,positive,465,1
665,665,666,25,PL2,positive,relax,positive,490,1
666,666,667,28,PL2,positive,payday,positive,602,1
667,667,668,2,PH1,positive,payday,positive,491,1
668,668,669,36,NH1,negative,dismal,negative,635,1
669,669,670,13,PH2,positive,fatal,negative,538,1
670,670,671,20,PL1,positive,payday,positive,484,1
671,671,672,53,NL1,negative,relax,positive,664,1
672,672,673,62,NL2,negative,comfy,positive,501,1
673,673,674,54,NL1,negative,comfy,positive,400,1
674,674,675,34,NH1,negative,arrest,negative,436,1
675,675,676,35,NH1,negative,morgue,negative,525,1
676,676,677,58,NL2,negative,dismal,negative,460,1
677,677,678,3,PH1,positive,relax,positive,500,1
678,678,679,57,NL2,negative,morgue,negative,576,1
679,679,680,60,NL2,negative,arrest,negative,466,1
680,680,681,51,NL1,negative,fatal,negative,558,1
681,681,682,52,NL1,negative,arrest,negative,475,1
682,682,683,30,PL2,positive,dismal,negative,610,1
683,683,684,50,NL1,negative,dismal,negative,439,1
684,684,685,49,NL1,negative,morgue,negative,505,1
685,685,686,9,PH2,positive,excite,positive,419,1
686,686,687,6,PH1,positive,arrest,negative,715,1
687,687,688,33,NH1,negative,fatal,negative,471,1
688,688,689,7,PH1,positive,morgue,negative,398,1
689,689,690,39,NH1,negative,relax,positive,649,1
690,690,691,47,NH2,negative,relax,positive,450,1
691,691,692,31,PL2,positive,fatal,negative,440,1
692,692,693,17,PL1,positive,relax,positive,464,1
693,693,694,64,NL2,negative,payday,positive,538,1
694,694,695,41,NH2,negative,fatal,negative,406,1
695,695,696,15,PH2,positive,morgue,negative,537,1
696,696,697,44,NH2,negative,dismal,negative,439,1
697,697,698,32,PL2,positive,arrest,negative,456,1
698,698,699,26,PL2,positive,comfy,positive,480,1
699,699,700,46,NH2,negative,payday,positive,506,1
700,700,701,11,PH2,positive,relax,positive,454,1
701,701,702,40,NH1,negative,comfy,positive,529,1
702,702,703,1,PH1,positive,excite,positive,486,1
703,703,704,19,PL1,positive,excite,positive,480,1
704,704,705,21,PL1,positive,morgue,negative,545,1
705,705,706,38,NH1,negative,payday,positive,565,1
706,706,707,27,PL2,positive,excite,positive,449,1
707,707,708,5,PH1,positive,fatal,negative,429,1
708,708,709,10,PH2,positive,payday,positive,659,1
709,709,710,22,PL1,positive,dismal,negative,738,1
710,710,711,24,PL1,positive,arrest,negative,593,1
711,711,712,37,NH1,negative,excite,positive,451,1
712,712,713,16,PH2,positive,dismal,negative,576,1
713,713,714,29,PL2,positive,morgue,negative,468,1
714,714,715,12,PH2,positive,comfy,positive,582,1
715,715,716,61,NL2,negative,relax,positive,460,1
716,716,717,45,NH2,negative,excite,positive,443,1
717,717,718,8,PH1,positive,dismal,negative,493,1
718,718,719,16,PH2,positive,dismal,negative,579,1
719,719,720,28,PL2,positive,payday,positive,846,1
720,720,721,26,PL2,positive,comfy,positive,920,1
721,721,722,64,NL2,negative,payday,positive,679,1
722,722,723,37,NH1,negative,excite,positive,657,1
723,723,724,24,PL1,positive,arrest,negative,619,1
724,724,725,14,PH2,positive,arrest,negative,728,1
725,725,726,43,NH2,negative,morgue,negative,569,1
726,726,727,38,NH1,negative,payday,positive,584,1
727,727,728,19,PL1,positive,excite,positive,432,1
728,728,729,4,PH1,positive,comfy,positive,570,1
729,729,730,52,NL1,negative,arrest,negative,529,1
730,730,731,33,NH1,negative,fatal,negative,666,1
731,731,732,23,PL1,positive,fatal,negative,460,1
732,732,733,53,NL1,negative,relax,positive,710,1
733,733,734,32,PL2,positive,arrest,negative,728,1
734,734,735,30,PL2,positive,dismal,negative,632,1
735,735,736,47,NH2,negative,relax,positive,488,2
736,736,737,8,PH1,positive,dismal,negative,618,1
737,737,738,9,PH2,positive,excite,positive,398,2
738,738,739,48,NH2,negative,comfy,positive,584,1
739,739,740,44,NH2,negative,dismal,negative,521,1
740,740,741,36,NH1,negative,dismal,negative,545,1
741,741,742,17,PL1,positive,relax,positive,714,2
742,742,743,41,NH2,negative,fatal,negative,490,1
743,743,744,1,PH1,positive,excite,positive,641,1
744,744,745,20,PL1,positive,payday,positive,530,2
745,745,746,25,PL2,positive,relax,positive,649,1
746,746,747,59,NL2,negative,fatal,negative,394,1
747,747,748,61,NL2,negative,relax,positive,434,2
748,748,749,2,PH1,positive,payday,positive,534,1
749,749,750,13,PH2,positive,fatal,negative,560,1
750,750,751,54,NL1,negative,comfy,positive,488,2
751,751,752,22,PL1,positive,dismal,negative,662,1
752,752,753,21,PL1,positive,morgue,negative,562,1
753,753,754,29,PL2,positive,morgue,negative,465,2
754,754,755,55,NL1,negative,excite,positive,904,1
755,755,756,15,PH2,positive,morgue,negative,865,1
756,756,757,34,NH1,negative,arrest,negative,570,1
757,757,758,6,PH1,positive,arrest,negative,768,2
758,758,759,45,NH2,negative,excite,positive,601,1
759,759,760,56,NL1,negative,payday,positive,505,1
760,760,761,27,PL2,positive,excite,positive,401,2
761,761,762,46,NH2,negative,payday,positive,505,1
762,762,763,57,NL2,negative,morgue,negative,639,1
763,763,764,49,NL1,negative,morgue,negative,744,1
764,764,765,62,NL2,negative,comfy,positive,601,1
765,765,766,5,PH1,positive,fatal,negative,400,1
766,766,767,35,NH1,negative,morgue,negative,531,1
767,767,768,50,NL1,negative,dismal,negative,584,1
768,768,769,10,PH2,positive,payday,positive,504,1
769,769,770,12,PH2,positive,comfy,positive,561,1
770,770,771,31,PL2,positive,fatal,negative,761,1
771,771,772,39,NH1,negative,relax,positive,719,1
772,772,773,7,PH1,positive,morgue,negative,402,1
773,773,774,11,PH2,positive,relax,positive,689,1
774,774,775,18,PL1,positive,comfy,positive,450,1
775,775,776,63,NL2,negative,excite,positive,504,1
776,776,777,37,NH1,negative,excite,positive,532,1
777,777,778,33,NH1,negative,fatal,negative,537,1
778,778,779,17,PL1,positive,relax,positive,469,1
779,779,780,2,PH1,positive,payday,positive,625,1
780,780,781,44,NH2,negative,dismal,negative,526,1
781,781,782,56,NL1,negative,payday,positive,551,1
782,782,783,10,PH2,positive,payday,positive,513,1
783,783,784,38,NH1,negative,payday,positive,546,1
784,784,785,16,PH2,positive,dismal,negative,611,1
785,785,786,51,NL1,negative,fatal,negative,604,1
786,786,787,22,PL1,positive,dismal,negative,555,1
787,787,788,41,NH2,negative,fatal,negative,589,1
788,788,789,42,NH2,negative,arrest,negative,517,1
789,789,790,53,NL1,negative,relax,positive,588,1
790,790,791,23,PL1,positive,fatal,negative,460,1
791,791,792,12,PH2,positive,comfy,positive,505,1
792,792,793,19,PL1,positive,excite,positive,618,2
793,793,794,54,NL1,negative,comfy,positive,535,1
794,794,795,30,PL2,positive,dismal,negative,593,1
795,795,796,55,NL1,negative,excite,positive,682,1
796,796,797,48,NH2,negative,comfy,positive,521,1
797,797,798,27,PL2,positive,excite,positive,557,1
798,798,799,63,NL2,negative,excite,positive,404,1
799,799,800,39,NH1,negative,relax,positive,543,1
800,800,801,58,NL2,negative,dismal,negative,526,1
801,801,802,64,NL2,negative,payday,positive,459,1
802,802,803,50,NL1,negative,dismal,negative,654,1
803,803,804,36,NH1,negative,dismal,negative,493,1
804,804,805,40,NH1,negative,comfy,positive,457,1
805,805,806,49,NL1,negative,morgue,negative,637,1
806,806,807,34,NH1,negative,arrest,negative,520,1
807,807,808,59,NL2,negative,fatal,negative,619,1
808,808,809,14,PH2,positive,arrest,negative,429,1
809,809,810,26,PL2,positive,comfy,positive,482,1
810,810,811,62,NL2,negative,comfy,positive,514,1
811,811,812,18,PL1,positive,comfy,positive,519,1
812,812,813,21,PL1,positive,morgue,negative,478,1
813,813,814,8,PH1,positive,dismal,negative,551,1
814,814,815,25,PL2,positive,relax,positive,542,1
815,815,816,5,PH1,positive,fatal,negative,650,1
816,816,817,47,NH2,negative,relax,positive,508,1
817,817,818,7,PH1,positive,morgue,negative,507,1
818,818,819,31,PL2,positive,fatal,negative,569,1
